domain,cluster,strand,section_type,question,level,level_name,source,text
Data,Foundational Data Skills,Interpreting visual data,behaviours,"How would you rate your competence in considering whether the visual data you create or share works for people with different needs, including those using assistive technologies?",3,Working,derived,"Checks that visualisations are accessible - for example, not relying on colour alone - and considers whether the format works for all likely users."
Data,Foundational Data Skills,Interpreting visual data,behaviours,"How would you rate your competence in considering whether the visual data you create or share works for people with different needs, including those using assistive technologies?",4,Practitioner,derived,Ensures accessibility and inclusion are built into how data is visualised across a team; reviews others' work and raises issues constructively.
Data,Foundational Data Skills,Interpreting visual data,behaviours,"How would you rate your competence in considering whether the visual data you create or share works for people with different needs, including those using assistive technologies?",5,Expert,inferred,Champions accessible and inclusive data visualisation; sets standards and ensures all visual outputs across teams meet accessibility requirements.
Data,Foundational Data Skills,Managing data lifecycles,knowledge,How would you rate your understanding of how data moves through its lifecycle from collection to disposal - including what happens at each stage and why responsible handling throughout matters?,1,Novice,source,Little knowledge of data lifecycle stages. May not be aware that data has a lifecycle at all.
Data,Foundational Data Skills,Managing data lifecycles,knowledge,How would you rate your understanding of how data moves through its lifecycle from collection to disposal - including what happens at each stage and why responsible handling throughout matters?,2,Awareness,source,"Understands that data has a lifecycle - it is collected, stored, used and eventually disposed of - and that each stage has responsibilities."
Data,Foundational Data Skills,Managing data lifecycles,knowledge,How would you rate your understanding of how data moves through its lifecycle from collection to disposal - including what happens at each stage and why responsible handling throughout matters?,3,Working,source,Understands the key stages of the data lifecycle and the good practice principles that apply at each stage.
Data,Foundational Data Skills,Managing data lifecycles,knowledge,How would you rate your understanding of how data moves through its lifecycle from collection to disposal - including what happens at each stage and why responsible handling throughout matters?,4,Practitioner,derived,"Understands how data lifecycle management affects data quality, security and compliance across a team or system."
Data,Foundational Data Skills,Managing data lifecycles,knowledge,How would you rate your understanding of how data moves through its lifecycle from collection to disposal - including what happens at each stage and why responsible handling throughout matters?,5,Expert,inferred,Authoritative knowledge of data lifecycle management; shapes policy and practice to ensure data is handled responsibly at every stage.
Data,Foundational Data Skills,Managing data lifecycles,skills,How would you rate your competence in collecting and recording data correctly?,1,Novice,inferred,"Collects or records data with direct support, following step-by-step instructions."
Data,Foundational Data Skills,Managing data lifecycles,skills,How would you rate your competence in collecting and recording data correctly?,2,Awareness,source,"Follows agreed procedures to collect and record data correctly, such as using the right format or completing required fields."
Data,Foundational Data Skills,Managing data lifecycles,skills,How would you rate your competence in collecting and recording data correctly?,3,Working,source,Collects and records data consistently and accurately; follows standards and flags issues when data doesn't look right.
Data,Foundational Data Skills,Managing data lifecycles,skills,How would you rate your competence in collecting and recording data correctly?,4,Practitioner,derived,Reviews and improves data collection processes; ensures data is recorded consistently and to a high standard across a team.
Data,Foundational Data Skills,Managing data lifecycles,skills,How would you rate your competence in collecting and recording data correctly?,5,Expert,inferred,"Designs data collection processes that are accurate, efficient and compliant; sets standards across teams."
Data,Foundational Data Skills,Managing data lifecycles,skills,How would you rate your competence in storing and sharing data securely?,1,Novice,inferred,Needs support to store or share data securely. May not be aware of the risks of unsecured storage or sharing.
Data,Foundational Data Skills,Managing data lifecycles,skills,How would you rate your competence in storing and sharing data securely?,2,Awareness,source,Follows basic rules for storing and sharing data - such as using approved systems and not sharing sensitive data without permission.
Data,Foundational Data Skills,Managing data lifecycles,skills,How would you rate your competence in storing and sharing data securely?,3,Working,source,"Stores and shares data securely and consistently, following agreed protocols and checking permissions before sharing."
Data,Foundational Data Skills,Managing data lifecycles,skills,How would you rate your competence in storing and sharing data securely?,4,Practitioner,derived,Reviews how data is stored and shared across a team; identifies risks and puts improvements in place.
Data,Foundational Data Skills,Managing data lifecycles,skills,How would you rate your competence in storing and sharing data securely?,5,Expert,inferred,"Sets standards for secure data storage and sharing across teams; ensures policies are practical, compliant and well understood."
Data,Foundational Data Skills,Managing data lifecycles,skills,How would you rate your competence in disposing of data correctly?,1,Novice,inferred,Not yet aware of data disposal requirements. Does not yet act on them independently.
Data,Foundational Data Skills,Managing data lifecycles,skills,How would you rate your competence in disposing of data correctly?,2,Awareness,source,Understands that data must be disposed of correctly and follows instructions to delete or archive data when told to.
Data,Foundational Data Skills,Managing data lifecycles,skills,How would you rate your competence in disposing of data correctly?,3,Working,source,"Disposes of data correctly and on time, following retention schedules and disposal procedures."
Data,Foundational Data Skills,Managing data lifecycles,skills,How would you rate your competence in disposing of data correctly?,4,Practitioner,derived,Ensures data disposal is managed consistently across a team; reviews retention schedules and addresses backlogs.
Data,Foundational Data Skills,Managing data lifecycles,skills,How would you rate your competence in disposing of data correctly?,5,Expert,inferred,Sets and oversees data disposal standards; ensures retention policies are legally compliant and consistently applied.
Data,Foundational Data Skills,Managing data lifecycles,behaviours,How would you rate your competence in making sure data is handled consistently and responsibly when it crosses team or organisational boundaries?,1,Novice,inferred,Handles data in isolation. Not yet aware of how own data handling connects to or affects other teams.
Data,Foundational Data Skills,Managing data lifecycles,behaviours,How would you rate your competence in making sure data is handled consistently and responsibly when it crosses team or organisational boundaries?,2,Awareness,inferred,Begins to understand that data handling decisions can affect other teams; raises questions when unsure how own actions fit into the wider picture.
Data,Foundational Data Skills,Managing data lifecycles,behaviours,How would you rate your competence in making sure data is handled consistently and responsibly when it crosses team or organisational boundaries?,3,Working,derived,Considers how own data handling connects to other teams' work; flags issues that could affect shared data and follows up to resolve them.
Data,Foundational Data Skills,Managing data lifecycles,behaviours,How would you rate your competence in making sure data is handled consistently and responsibly when it crosses team or organisational boundaries?,4,Practitioner,derived,"Actively coordinates data handling across teams; ensures consistency, resolves cross-team issues and builds shared understanding of responsibilities."
Data,Foundational Data Skills,Managing data lifecycles,behaviours,How would you rate your competence in making sure data is handled consistently and responsibly when it crosses team or organisational boundaries?,5,Expert,inferred,Shapes how data handling is coordinated across the organisation; builds systems and relationships that ensure data flows reliably and responsibly between teams.
Data,Data Quality and Integrity,Ensuring data quality,knowledge,How would you rate your understanding of data quality and why it matters for decisions and outcomes?,1,Novice,derived,Has no working knowledge of data quality. Begins to notice that some data seem more reliable than others and asks questions about why that matters.
Data,Data Quality and Integrity,Ensuring data quality,knowledge,How would you rate your understanding of data quality and why it matters for decisions and outcomes?,2,Awareness,derived,"Understands that data quality affects how reliable decisions and services are. Knows that quality can be assessed across dimensions such as accuracy, completeness and consistency, and can explain in simple terms why poor quality data causes problems."
Data,Data Quality and Integrity,Ensuring data quality,knowledge,How would you rate your understanding of data quality and why it matters for decisions and outcomes?,3,Working,derived,"Has sound knowledge of data quality principles and dimensions, and understands that quality is about fitness for purpose - whether data is good enough for the decision or task at hand. Familiar with government guidance on data quality and how it applies in their context."
Data,Data Quality and Integrity,Ensuring data quality,knowledge,How would you rate your understanding of data quality and why it matters for decisions and outcomes?,4,Practitioner,derived,"Has detailed knowledge of data quality including how it interacts with the data lifecycle. Understands how quality issues compound across systems and teams, and knows that communicating quality transparently to the people using data is as important as improving it."
Data,Data Quality and Integrity,Ensuring data quality,knowledge,How would you rate your understanding of data quality and why it matters for decisions and outcomes?,5,Expert,derived,"Has authoritative knowledge of data quality principles, dimensions and practices. Understands the importance of treating root causes rather than symptoms, anticipating how changes to systems or processes will affect quality, and driving a culture of continuous improvement at an organisational level."
Data,Data Quality and Integrity,Ensuring data quality,skills,"How would you rate your competence in identifying, correcting and cleaning data to ensure it is accurate and complete?",1,Novice,derived,"Cannot yet identify or correct data errors independently. With support, begins to notice when something looks wrong, such as a missing entry or an obviously incorrect figure."
Data,Data Quality and Integrity,Ensuring data quality,skills,"How would you rate your competence in identifying, correcting and cleaning data to ensure it is accurate and complete?",2,Awareness,source,"Identifies common errors in simple datasets with guidance, such as duplicates, missing values or figures that don't add up. Makes straightforward corrections when shown how, and reports issues that are beyond their ability to fix independently."
Data,Data Quality and Integrity,Ensuring data quality,skills,"How would you rate your competence in identifying, correcting and cleaning data to ensure it is accurate and complete?",3,Working,derived,"Applies routine checks to identify errors, inaccuracies and gaps in data within their area of work. Corrects and cleans data following agreed processes, documents what was changed and why, and escalates issues that require more specialist attention."
Data,Data Quality and Integrity,Ensuring data quality,skills,"How would you rate your competence in identifying, correcting and cleaning data to ensure it is accurate and complete?",4,Practitioner,derived,"Reviews data systematically across a project or team, identifying patterns of error rather than isolated problems. Leads data cleaning activities, distinguishes between surface errors and deeper quality issues, and helps colleagues develop their ability to spot and correct problems."
Data,Data Quality and Integrity,Ensuring data quality,skills,"How would you rate your competence in identifying, correcting and cleaning data to ensure it is accurate and complete?",5,Expert,derived,"Sets standards for how data errors are identified, corrected and documented across teams. Ensures checking and cleaning are built into processes rather than bolted on afterwards, and promotes a culture where quality problems are surfaced and treated at source."
Data,Data Quality and Integrity,Ensuring data quality,skills,How would you rate your competence in assessing whether data are representative and unbiased?,1,Novice,inferred,Cannot yet assess representativeness or bias independently. Begins to understand that data does not always reflect the full picture and asks questions about who or what might be missing.
Data,Data Quality and Integrity,Ensuring data quality,skills,How would you rate your competence in assessing whether data are representative and unbiased?,2,Awareness,derived,"Understands that data can be incomplete or skewed in ways that affect decisions. With guidance, begins to ask basic questions about where data came from, who collected it and whether important groups might be missing or underrepresented."
Data,Data Quality and Integrity,Ensuring data quality,skills,How would you rate your competence in assessing whether data are representative and unbiased?,3,Working,derived,"Applies straightforward checks to assess whether data are representative and free from obvious bias. Recognises that the choice of summary measure matters - for example, that a mean can mislead when data are skewed - and flags concerns about how data are being interpreted or used."
Data,Data Quality and Integrity,Ensuring data quality,skills,How would you rate your competence in assessing whether data are representative and unbiased?,4,Practitioner,derived,"Systematically reviews data for representativeness and bias across projects, using evidence to challenge assumptions about what the data shows. Considers whether data collection and sampling methods are sufficient for the conclusions being drawn, and helps colleagues avoid common statistical pitfalls."
Data,Data Quality and Integrity,Ensuring data quality,skills,How would you rate your competence in assessing whether data are representative and unbiased?,5,Expert,derived,"Sets standards for how representativeness and bias are assessed across teams. Ensures that data collection and management processes actively account for potential bias, and promotes a culture where the limitations of data are honestly acknowledged and communicated."
Data,Data Quality and Integrity,Handling data ethically and lawfully,knowledge,"How would you rate your understanding of the legal and ethical framework governing how data should be collected, used and shared?",1,Novice,derived,Has no working knowledge of data law or ethics. Begins to understand that there are rules governing how data can be used and that breaking them can harm people and organisations.
Data,Data Quality and Integrity,Handling data ethically and lawfully,knowledge,"How would you rate your understanding of the legal and ethical framework governing how data should be collected, used and shared?",2,Awareness,source,"Understands that data use is governed by law and ethical principles, and is aware of key legislation such as data protection law. Knows in simple terms what this means for everyday work - for example, that personal data must be kept secure and only shared appropriately."
Data,Data Quality and Integrity,Handling data ethically and lawfully,knowledge,"How would you rate your understanding of the legal and ethical framework governing how data should be collected, used and shared?",3,Working,derived,"Has sound working knowledge of the legal and ethical framework governing data use, including data protection legislation and relevant government guidance. Understands that acting lawfully is the minimum requirement, not the standard to aim for, and knows when to seek advice from specialists such as data protection officers."
Data,Data Quality and Integrity,Handling data ethically and lawfully,knowledge,"How would you rate your understanding of the legal and ethical framework governing how data should be collected, used and shared?",4,Practitioner,derived,"Has detailed knowledge of the legal and ethical framework, including how different pieces of legislation interact and how ethical principles apply in complex or ambiguous situations. Recognises that something can be legal but still ethically wrong, and can help colleagues navigate that distinction."
Data,Data Quality and Integrity,Handling data ethically and lawfully,knowledge,"How would you rate your understanding of the legal and ethical framework governing how data should be collected, used and shared?",5,Expert,derived,"Has authoritative knowledge of the legal and ethical framework governing data use across government. Understands how legislation, policy and ethical standards interact at a strategic level, and actively promotes a culture where ethical data use goes beyond mere compliance."
Data,Data Quality and Integrity,Handling data ethically and lawfully,skills,"How would you rate your competence in checking that data you access, use or share is handled lawfully and ethically?",1,Novice,derived,"Cannot yet make independent judgements about whether data can be accessed, used or shared appropriately. With support, follows clear instructions to handle data safely, such as using secure storage or not sharing files without permission."
Data,Data Quality and Integrity,Handling data ethically and lawfully,skills,"How would you rate your competence in checking that data you access, use or share is handled lawfully and ethically?",2,Awareness,source,"Follows established guidance when accessing, using and sharing data. Checks before sharing personal or sensitive data, uses approved channels and asks for help when unsure whether something is appropriate."
Data,Data Quality and Integrity,Handling data ethically and lawfully,skills,"How would you rate your competence in checking that data you access, use or share is handled lawfully and ethically?",3,Working,derived,"Applies legal and ethical requirements confidently in everyday work when accessing, using and sharing data. Uses established tools and processes - such as data sharing agreements or impact assessments - to check that data use is appropriate, and raises concerns when something doesn't feel right."
Data,Data Quality and Integrity,Handling data ethically and lawfully,skills,"How would you rate your competence in checking that data you access, use or share is handled lawfully and ethically?",4,Practitioner,derived,"Reviews how data is being accessed, used and shared across a project or team, applying appropriate tools and frameworks to assure both compliance and ethical standards. Identifies gaps or inconsistencies, helps colleagues navigate less straightforward situations and ensures practice goes beyond legal minimum."
Data,Data Quality and Integrity,Handling data ethically and lawfully,skills,"How would you rate your competence in checking that data you access, use or share is handled lawfully and ethically?",5,Expert,derived,"Sets standards for lawful and ethical data access, use and sharing across teams. Ensures that established assurance tools and frameworks are used consistently, that legal compliance is treated as a baseline rather than a destination, and builds a culture where ethical considerations are part of every decision involving data."
Data,Data Quality and Integrity,Handling data ethically and lawfully,skills,How would you rate your competence in identifying and responding to legal and ethical risks or violations in how data is used?,1,Novice,derived,"Cannot yet identify data risks or violations independently. With support, begins to recognise situations where something might have gone wrong, such as data being shared with the wrong person, and knows to tell someone."
Data,Data Quality and Integrity,Handling data ethically and lawfully,skills,How would you rate your competence in identifying and responding to legal and ethical risks or violations in how data is used?,2,Awareness,source,"Recognises common data risks and violations with guidance, such as unauthorised sharing or use of data for an unintended purpose. Knows who to report concerns to and follows clear steps when something goes wrong."
Data,Data Quality and Integrity,Handling data ethically and lawfully,skills,How would you rate your competence in identifying and responding to legal and ethical risks or violations in how data is used?,3,Working,derived,"Identifies legal and ethical risks in everyday data use and responds appropriately - escalating violations, following incident procedures and helping to limit any harm caused. Understands the difference between a legal breach and an ethical concern that falls short of breaking the law."
Data,Data Quality and Integrity,Handling data ethically and lawfully,skills,How would you rate your competence in identifying and responding to legal and ethical risks or violations in how data is used?,4,Practitioner,derived,"Reviews data use across a project or team to proactively identify legal and ethical risks before they become violations. Leads the response when problems occur, ensures lessons are learned and helps colleagues develop their ability to spot and respond to risks."
Data,Data Quality and Integrity,Handling data ethically and lawfully,skills,How would you rate your competence in identifying and responding to legal and ethical risks or violations in how data is used?,5,Expert,derived,"Sets standards for how legal and ethical risks are identified, assessed and responded to across teams. Ensures that risk identification is proactive rather than reactive, and promotes a culture where concerns are raised early and violations are treated as opportunities to improve rather than just incidents to manage."
Data,Data Quality and Integrity,Applying data standards,knowledge,How would you rate your understanding of data standards and why consistency and interoperability matter across government?,1,Novice,inferred,Has no working knowledge of data standards. Begins to understand that data needs to be consistent to be useful and asks questions about why agreed rules and formats matter.
Data,Data Quality and Integrity,Applying data standards,knowledge,How would you rate your understanding of data standards and why consistency and interoperability matter across government?,2,Awareness,derived,"Understands that data standards are agreed rules and formats that make data consistent and easier to share across teams and systems. Knows in simple terms why inconsistent data causes problems - for example, that different date formats or naming conventions make data difficult to combine or compare."
Data,Data Quality and Integrity,Applying data standards,knowledge,How would you rate your understanding of data standards and why consistency and interoperability matter across government?,3,Working,derived,Has sound working knowledge of data standards and why they matter for consistency and interoperability across government. Understands how applying standards in their own work contributes to data being usable beyond their immediate team or system.
Data,Data Quality and Integrity,Applying data standards,knowledge,How would you rate your understanding of data standards and why consistency and interoperability matter across government?,4,Practitioner,derived,Has detailed knowledge of data standards including how they interact with data sharing and open data requirements. Understands how standards enable systems to exchange data automatically and can make the case for consistent adoption to colleagues and stakeholders.
Data,Data Quality and Integrity,Applying data standards,knowledge,How would you rate your understanding of data standards and why consistency and interoperability matter across government?,5,Expert,derived,"Has authoritative knowledge of data standards frameworks and their strategic importance for interoperability across government. Understands how schemas, APIs and related technical standards connect to wider data infrastructure and policy goals, and can guide teams through complex decisions about standards adoption and development."
Data,Data Quality and Integrity,Applying data standards,skills,How would you rate your competence in applying agreed data standards in your own work and flagging when data doesn't meet them?,1,Novice,inferred,"Cannot yet apply data standards independently. With support, begins to follow simple rules for recording information, such as entering dates in a required format or using an approved list of categories."
Data,Data Quality and Integrity,Applying data standards,skills,How would you rate your competence in applying agreed data standards in your own work and flagging when data doesn't meet them?,2,Awareness,source,"Follows agreed rules for recording and submitting information, such as using required formats, approved codes or consistent naming conventions. Recognises that doing this makes data easier to use and compare across teams, and asks for help when unsure which format or category to use."
Data,Data Quality and Integrity,Applying data standards,skills,How would you rate your competence in applying agreed data standards in your own work and flagging when data doesn't meet them?,3,Working,derived,"Applies agreed rules and formats consistently and independently when recording, submitting or sharing data. Checks own data before sharing, corrects simple inconsistencies and flags issues that require more specialist attention."
Data,Data Quality and Integrity,Applying data standards,skills,How would you rate your competence in applying agreed data standards in your own work and flagging when data doesn't meet them?,4,Practitioner,derived,"Applies data standards confidently across varied situations and checks that data meets agreed standards across a project or team. Spots and addresses inconsistencies, helps colleagues understand why standards matter and supports more consistent adoption. Contributes to decisions about how standards should be applied or updated in their context, including in relation to open data requirements."
Data,Data Quality and Integrity,Applying data standards,skills,How would you rate your competence in applying agreed data standards in your own work and flagging when data doesn't meet them?,5,Expert,derived,"Sets and maintains data standards across teams, ensuring consistent adoption and identifying where existing standards need updating or where new ones are needed. Provides guidance and training, engages with cross-government standards work including open data requirements, and ensures teams understand how their data connects to wider government data infrastructure."
Data,Data-Driven Decision Making,Analysing data,knowledge,How would you rate your understanding of data analysis and how it supports decision-making - including what kinds of questions it can answer and what its limitations are?,1,Novice,source,Has minimal knowledge of data analysis but begins to understand that examining data carefully leads to better decisions. Recognises simple analytical outputs such as totals or averages with support.
Data,Data-Driven Decision Making,Analysing data,knowledge,How would you rate your understanding of data analysis and how it supports decision-making - including what kinds of questions it can answer and what its limitations are?,2,Awareness,source,"Understands that data analysis involves examining information to find patterns, differences or trends that support decisions. Knows that different analytical approaches suit different questions and that outputs need to be checked for accuracy."
Data,Data-Driven Decision Making,Analysing data,knowledge,How would you rate your understanding of data analysis and how it supports decision-making - including what kinds of questions it can answer and what its limitations are?,3,Working,derived,"Has sound knowledge of core analytical concepts and methods. Understands how analysis connects to decision-making, including the importance of checking assumptions and being honest about what the data does and does not show."
Data,Data-Driven Decision Making,Analysing data,knowledge,How would you rate your understanding of data analysis and how it supports decision-making - including what kinds of questions it can answer and what its limitations are?,4,Practitioner,derived,"Has detailed knowledge of analytical methods and tools, including when to use different approaches and when to involve specialist analytical colleagues. Understands the implications of analytical choices for the quality and reliability of conclusions."
Data,Data-Driven Decision Making,Analysing data,knowledge,How would you rate your understanding of data analysis and how it supports decision-making - including what kinds of questions it can answer and what its limitations are?,5,Expert,derived,"Has authoritative knowledge of data analysis including advanced methods, the analytical landscape across government and the strategic value of robust analysis for policy and service delivery. Shapes how analytical capability is understood and built across teams."
Data,Data-Driven Decision Making,Analysing data,skills,How would you rate your competence in using analytical tools and software to work with data?,1,Novice,source,Uses simple tools such as spreadsheets with direct support to review small amounts of data; follows step-by-step guidance.
Data,Data-Driven Decision Making,Analysing data,skills,How would you rate your competence in using analytical tools and software to work with data?,2,Awareness,source,"Uses basic analytical tools reliably with light support; sorts, filters and compares data to identify simple patterns and differences."
Data,Data-Driven Decision Making,Analysing data,skills,How would you rate your competence in using analytical tools and software to work with data?,3,Working,derived,"Uses analytical tools confidently and independently, including spreadsheet features such as pivot tables and charts; checks outputs for accuracy and knows when results look wrong."
Data,Data-Driven Decision Making,Analysing data,skills,How would you rate your competence in using analytical tools and software to work with data?,4,Practitioner,derived,Recognises when more advanced tools - such as data visualisation software or statistical packages - would better serve the analysis; can use or commission them and coaches colleagues on tool choice and use.
Data,Data-Driven Decision Making,Analysing data,skills,How would you rate your competence in using analytical tools and software to work with data?,5,Expert,inferred,Understands the landscape of analytical tools including automated and machine learning approaches; guides decisions about when and how to use them and sets standards for tool use across teams.
Data,Data-Driven Decision Making,Analysing data,skills,How would you rate your competence in working out what question you need to answer and finding the right data to answer it?,1,Novice,inferred,"Cannot yet identify independently what data would help answer a question. With support, begins to understand what is being asked and why."
Data,Data-Driven Decision Making,Analysing data,skills,How would you rate your competence in working out what question you need to answer and finding the right data to answer it?,2,Awareness,inferred,"Identifies what data might help answer a simple question with guidance, such as what needs to be compared or measured. Asks for help when unsure whether the right data are available or suitable."
Data,Data-Driven Decision Making,Analysing data,skills,How would you rate your competence in working out what question you need to answer and finding the right data to answer it?,3,Working,derived,"Works out what question needs answering and identifies appropriate data to answer it. Checks that data are relevant, sufficient and suitable before beginning analysis."
Data,Data-Driven Decision Making,Analysing data,skills,How would you rate your competence in working out what question you need to answer and finding the right data to answer it?,4,Practitioner,derived,Breaks complex or ambiguous questions into manageable parts and identifies the data needed at each stage. Helps colleagues sharpen their questions and challenges assumptions about what data will and won't show.
Data,Data-Driven Decision Making,Analysing data,skills,How would you rate your competence in working out what question you need to answer and finding the right data to answer it?,5,Expert,inferred,"Shapes how questions are framed across teams, ensuring analysis starts from a clear question rather than available data. Sets standards for how data needs are scoped and documented."
Data,Data-Driven Decision Making,Analysing data,skills,"How would you rate your competence in communicating analytical findings, including uncertainty and limitations?",1,Novice,inferred,"Cannot yet communicate analytical findings independently. With support, begins to describe what data show in simple terms."
Data,Data-Driven Decision Making,Analysing data,skills,"How would you rate your competence in communicating analytical findings, including uncertainty and limitations?",2,Awareness,derived,"Shares simple findings with guidance, such as summarising a key figure or trend. Begins to recognise that findings have limitations and flags uncertainty when prompted."
Data,Data-Driven Decision Making,Analysing data,skills,"How would you rate your competence in communicating analytical findings, including uncertainty and limitations?",3,Working,derived,"Communicates findings clearly to colleagues, explaining what the data show and what they don't. Acknowledges limitations and uncertainty honestly rather than overstating what the analysis proves."
Data,Data-Driven Decision Making,Analysing data,skills,"How would you rate your competence in communicating analytical findings, including uncertainty and limitations?",4,Practitioner,derived,"Presents findings to varied audiences, adapting language and format to suit the context. Clearly articulates confidence levels, caveats and the implications of analytical limitations for decisions."
Data,Data-Driven Decision Making,Analysing data,skills,"How would you rate your competence in communicating analytical findings, including uncertainty and limitations?",5,Expert,inferred,"Sets standards for how analytical findings are communicated across teams, ensuring uncertainty and limitations are consistently and honestly reported. Builds a culture where caveats strengthen rather than undermine analytical credibility."
Data,Responsible Data Sharing,Collaborating with data,knowledge,"How would you rate your understanding of data sharing across teams and organisations, including what enables it and what governs it?",1,Novice,inferred,Has no working knowledge of data sharing across teams. Begins to understand that data can be shared beyond their immediate team and asks questions about what makes that possible and what the rules are.
Data,Responsible Data Sharing,Collaborating with data,knowledge,"How would you rate your understanding of data sharing across teams and organisations, including what enables it and what governs it?",2,Awareness,derived,"Understands that data sharing across teams and organisations is governed by rules and agreements, and that it requires both technical and legal conditions to be met. Knows in simple terms why sharing data can improve outcomes and why those rules exist to protect people and organisations."
Data,Responsible Data Sharing,Collaborating with data,knowledge,"How would you rate your understanding of data sharing across teams and organisations, including what enables it and what governs it?",3,Working,derived,"Has sound working knowledge of what enables and governs data sharing across teams and organisations, including relevant legal frameworks, data sharing agreements and good practice guidance. Understands that both over-caution and careless sharing can cause harm, and knows when to seek advice."
Data,Responsible Data Sharing,Collaborating with data,knowledge,"How would you rate your understanding of data sharing across teams and organisations, including what enables it and what governs it?",4,Practitioner,derived,"Has detailed knowledge of the legal, technical and organisational conditions that enable effective data sharing. Understands how data sharing agreements, access controls and governance frameworks work in practice, and can identify and address barriers that prevent teams from sharing data effectively and responsibly."
Data,Responsible Data Sharing,Collaborating with data,knowledge,"How would you rate your understanding of data sharing across teams and organisations, including what enables it and what governs it?",5,Expert,derived,"Has authoritative knowledge of data sharing frameworks, standards and governance across government. Understands how legal, technical and cultural factors interact to enable or block data sharing, and can guide teams and organisations through complex or sensitive data sharing decisions."
Data,Responsible Data Sharing,Collaborating with data,skills,"How would you rate your competence in sharing data with other teams and organisations safely, lawfully and effectively?",1,Novice,derived,"Cannot yet share data with other teams independently. With support, follows clear instructions to share approved files or information using agreed channels."
Data,Responsible Data Sharing,Collaborating with data,skills,"How would you rate your competence in sharing data with other teams and organisations safely, lawfully and effectively?",2,Awareness,source,"Shares data with other teams using approved channels and following established guidance. Begins to understand that how data is shared matters as well as whether it is shared - for example, that a spreadsheet is more useful to recipients than a screenshot. Asks for help when unsure about permissions or formats."
Data,Responsible Data Sharing,Collaborating with data,skills,"How would you rate your competence in sharing data with other teams and organisations safely, lawfully and effectively?",3,Working,derived,"Shares data with other teams and organisations safely and lawfully, following agreed processes and using appropriate tools and agreements. Chooses formats that recipients can actually work with rather than just formats that are convenient to send, and raises concerns when requests feel unclear or inappropriate."
Data,Responsible Data Sharing,Collaborating with data,skills,"How would you rate your competence in sharing data with other teams and organisations safely, lawfully and effectively?",4,Practitioner,derived,"Leads data sharing activities across projects, ensuring the right legal, technical and governance conditions are met. Helps colleagues navigate sharing requests confidently, addresses barriers that prevent legitimate sharing and ensures data is shared in formats that colleagues and partners can readily work with."
Data,Responsible Data Sharing,Collaborating with data,skills,"How would you rate your competence in sharing data with other teams and organisations safely, lawfully and effectively?",5,Expert,derived,"Sets standards for how data is shared across teams and organisations, ensuring processes are safe, lawful and as frictionless as possible. Identifies systemic barriers to sharing and works across organisational boundaries to remove them, promoting a culture where responsible sharing in useful, reusable formats is the default rather than the exception."
Data,Responsible Data Sharing,Collaborating with data,skills,"How would you rate your competence in finding, accessing and reusing data that others have shared?",1,Novice,derived,"Cannot yet find or access shared data independently. With support, begins to understand that data collected by others may already exist and could be useful for their work."
Data,Responsible Data Sharing,Collaborating with data,skills,"How would you rate your competence in finding, accessing and reusing data that others have shared?",2,Awareness,derived,"Finds and accesses shared data using approved channels and following established guidance. Begins to think about what data might already exist before collecting new data, and asks colleagues who might hold relevant information."
Data,Responsible Data Sharing,Collaborating with data,skills,"How would you rate your competence in finding, accessing and reusing data that others have shared?",3,Working,derived,"Finds, accesses and reuses data that others have shared, checking that use is lawful and appropriate. Proactively considers what data might help answer a question and who across their organisation might already hold it, rather than defaulting to collecting new data."
Data,Responsible Data Sharing,Collaborating with data,skills,"How would you rate your competence in finding, accessing and reusing data that others have shared?",4,Practitioner,derived,"Identifies opportunities to reuse data across projects, thinking creatively about which teams or organisations might hold relevant data and brokering connections to make it accessible. Helps colleagues develop the habit of looking for existing data before collecting new data."
Data,Responsible Data Sharing,Collaborating with data,skills,"How would you rate your competence in finding, accessing and reusing data that others have shared?",5,Expert,derived,"Promotes a culture where finding and reusing shared data is the default starting point. Works creatively across organisational boundaries to surface data that teams didn't know existed, reduces duplication across government and makes data more findable and accessible for others."
Data,Responsible Data Sharing,Collaborating with data,behaviours,How would you rate your competence in working with others to make data sharing across your organisation easier and more consistent?,1,Novice,inferred,Begins to notice when data sharing between teams is slow or blocked and asks questions about why. Follows clear instructions to support simple data sharing tasks.
Data,Responsible Data Sharing,Collaborating with data,behaviours,How would you rate your competence in working with others to make data sharing across your organisation easier and more consistent?,2,Awareness,inferred,Understands that effective data sharing depends on relationships and trust as much as rules and processes. Begins to build connections with colleagues in other teams and asks questions about what data they hold and how it might be shared.
Data,Responsible Data Sharing,Collaborating with data,behaviours,How would you rate your competence in working with others to make data sharing across your organisation easier and more consistent?,3,Working,derived,"Actively builds working relationships that make data sharing easier and more effective. Approaches data sharing requests with an enabling mindset, looking for ways to share responsibly rather than reasons to refuse, and encourages colleagues to do the same."
Data,Responsible Data Sharing,Collaborating with data,behaviours,How would you rate your competence in working with others to make data sharing across your organisation easier and more consistent?,4,Practitioner,derived,"Builds and maintains relationships across teams and organisations that enable regular, effective data sharing. Challenges a culture of unnecessary caution or restriction, helps colleagues develop confidence in sharing responsibly and models an enabling approach in their own practice."
